Script,Type,Message,Item
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnodeevents-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnodeevents-onaddchild
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnodeevents-onattach
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnodeevents-ondetach
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnodeevents-onremovechild
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthread-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthread-queryiscurrentthread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthread-queryisdebuggerthread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthread-setdescription
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthread-setstatestring
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthread-synchronouscallintothread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthread110-asynchronouscallintothread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthread110-getactivethreadrequestcount
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthread110-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthread110-issuspendedforbreakpoint
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthread110-isthreadcallable
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthreadevents110-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthreadevents110-onbeginthreadrequest
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthreadevents110-onresumefrombreakpoint
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthreadevents110-onsuspendforbreakpoint
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationthreadevents110-onthreadrequestcomplete
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugasyncoperation-abort
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugasyncoperation-getresult
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugasyncoperation-getsyncdebugoperation
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugasyncoperation-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugasyncoperation-queryiscomplete
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugasyncoperation-start
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugasyncoperationcallback-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugasyncoperationcallback-oncomplete
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugcodecontext-getdocumentcontext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugcodecontext-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugcodecontext-setbreakpoint
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugcookie-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugcookie-setdebugcookie
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocument-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumentcontext-enumcodecontexts
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumentcontext-getdocument
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumentcontext-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-adddbcstext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-adddeferredtext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-addunicodetext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-attach
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-bringdocumentcontexttotop
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-bringdocumenttotop
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-createdebugdocumentcontext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-definescriptblock
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-detach
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-getdebugapplicationnode
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-getscriptblockinfo
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-init
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-setdebugdocumenthost
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-setdefaulttextattr
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-setdocumentattr
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-setlongname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-setshortname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthelper-settextattributes
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthost-getdeferredtext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthost-getfilename
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthost-getpathname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthost-getscripttextattributes
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthost-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthost-notifychanged
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenthost-oncreatedocumentcontext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumentinfo-getdocumentclassid
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumentinfo-getname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumentinfo-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumentprovider-getdocument
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumentprovider-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttext-getcontextofposition
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttext-getdocumentattributes
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttext-getlineofposition
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttext-getpositionofcontext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttext-getpositionofline
extract-scrapings, INFO, Files processed, 16600
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttext-getsize
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttext-gettext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttext-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextauthor-inserttext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextauthor-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextauthor-removetext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextauthor-replacetext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextevents-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextevents-ondestroy
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextevents-oninserttext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextevents-onremovetext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextevents-onreplacetext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextevents-onupdatedocumentattributes
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextevents-onupdatetextattributes
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextexternalauthor-getfilename
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextexternalauthor-getpathname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextexternalauthor-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugdocumenttextexternalauthor-notifychanged
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugexpression-abort
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugexpression-getresultasdebugproperty
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugexpression-getresultasstring
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugexpression-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugexpression-queryiscomplete
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugexpression-start
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugexpressioncallback-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugexpressioncallback-oncomplete
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugexpressioncontext-getlanguageinfo
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugexpressioncontext-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugexpressioncontext-parselanguagetext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugextendedproperty-enumextendedmembers
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugextendedproperty-getextendedpropertyinfo
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugextendedproperty-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugformatter-getstringforvariant
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugformatter-getstringforvartype
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugformatter-getvariantforstring
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugformatter-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebughelper-createpropertybrowser
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebughelper-createpropertybrowserex
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebughelper-createsimpleconnectionpoint
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebughelper-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugproperty-enummembers
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugproperty-getextendedinfo
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugproperty-getparent
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugproperty-getpropertyinfo
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugproperty-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugproperty-setvalueasstring
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugpropertyenumtype-all-getname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugpropertyenumtype-all-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugsessionprovider-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugsessionprovider-startdebugsession
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugsessionproviderex-canjitdebug
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugsessionproviderex-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugsessionproviderex-startdebugsession
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugstackframe-getcodecontext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugstackframe-getdebugproperty
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugstackframe-getdescriptionstring
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugstackframe-getlanguagestring
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugstackframe-getthread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugstackframe-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugstackframesniffer-enumstackframes
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugstackframesniffer-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugstackframesnifferex-enumstackframesex
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugstackframesnifferex-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugsyncoperation-execute
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugsyncoperation-gettargetthread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugsyncoperation-inprogressabort
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugsyncoperation-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugthreadcall-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugthreadcall-threadcallhandler
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idispatchex-deletememberbydispid
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idispatchex-deletememberbyname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idispatchex-getdispid
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idispatchex-getmembername
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idispatchex-getmemberproperties
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idispatchex-getnamespaceparent
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idispatchex-getnextdispid
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idispatchex-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idispatchex-invokeex
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idispatchex-methods
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idisperror-getdescription
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idisperror-gethelpinfo
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idisperror-gethresult
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idisperror-getnext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idisperror-getsource
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idisperror-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idisperror-queryerrorinfo
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugapplicationnodes-clone
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugapplicationnodes-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugapplicationnodes-next
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugapplicationnodes-reset
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugapplicationnodes-skip
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugcodecontexts-clone
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugcodecontexts-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugcodecontexts-next
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugcodecontexts-reset
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugcodecontexts-skip
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugexpressioncontexts-clone
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugexpressioncontexts-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugexpressioncontexts-next
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugexpressioncontexts-reset
extract-scrapings, INFO, Files processed, 16700
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugexpressioncontexts-skip
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugextendedpropertyinfo-clone
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugextendedpropertyinfo-getcount
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugextendedpropertyinfo-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugextendedpropertyinfo-next
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugextendedpropertyinfo-reset
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugextendedpropertyinfo-skip
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugpropertyinfo-clone
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugpropertyinfo-getcount
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugpropertyinfo-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugpropertyinfo-next
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugpropertyinfo-reset
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugpropertyinfo-skip
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugstackframes-clone
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugstackframes-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugstackframes-next
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugstackframes-reset
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumdebugstackframes-skip
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumjsstackframes-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumjsstackframes-next-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumjsstackframes-reset-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumremotedebugapplications-clone
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumremotedebugapplications-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumremotedebugapplications-next
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumremotedebugapplications-reset
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumremotedebugapplications-skip
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumremotedebugapplicationthreads-clone
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumremotedebugapplicationthreads-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumremotedebugapplicationthreads-next
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumremotedebugapplicationthreads-reset
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ienumremotedebugapplicationthreads-skip
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebug-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebug-openvirtualprocess-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugbreakpoint-delete-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugbreakpoint-disable-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugbreakpoint-enable-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugbreakpoint-getdocumentposition-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugbreakpoint-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugbreakpoint-isenabled-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugdatatarget-allocatevirtualmemory-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugdatatarget-createstackframeenumerator-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugdatatarget-freevirtualmemory-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugdatatarget-getthreadcontext-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugdatatarget-gettlsvalue-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugdatatarget-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugdatatarget-readbstr-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugdatatarget-readmemory-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugdatatarget-readnullterminatedstring-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugdatatarget-writememory-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugframe-evaluate-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugframe-getdebugproperty-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugframe-getdocumentpositionwithid-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugframe-getdocumentpositionwithname-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugframe-getname-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugframe-getreturnaddress-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugframe-getstackrange-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugframe-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugprocess-createbreakpoint-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ijsdebugprocess-createstackwalker-method
