Script,Type,Message,Item
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/object-doesn-t-support-this-property-or-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/object-expected
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/object-member-expected
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/operator-subtractsummary-javascript
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/regular-expression-object-expected
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/return-statement-outside-of-function
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/setter-functions-must-have-one-argument
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/string-expected
extract-scrapings, INFO, Files processed, 16300
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/syntax-error-in-regular-expression-javascript
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/syntax-error-javascript
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/the-number-of-fractional-digits-is-out-of-range
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/the-precision-is-out-of-range
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/the-uri-to-be-decoded-is-not-a-valid-encoding
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/the-uri-to-be-encoded-contains-an-invalid-character
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/the-use-of-a-future-reserved-word-for-an-identifier-is-invalid
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/the-use-of-a-keyword-for-an-identifier-is-invalid
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/throw-must-be-followed-by-an-expression-on-the-same-source-line
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/true-keyword
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/undefined-identifier
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/unexpected-quantifier-javascript
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/unterminated-comment
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/unterminated-string-constant-javascript
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/vbarray-expected
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/javascript/misc/with-not-available-in-the-ecma-327-compact-profile
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/TOC
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/active-script-debugging-overview
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/active-script-profiling-overview
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/implementing-smart-host-helper-interfaces
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/TOC
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/active-script-authoring-interfaces
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/active-script-constants-enumerations-and-error-codes
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/active-script-debugger-constants-enumerations-and-structures
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/active-script-debugger-interfaces
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/active-script-interfaces
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/active-script-profiler-constants-enumerations-and-structures
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/active-script-profiler-interfaces
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/appbreakflags-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/application-node-event-filter-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/breakpoint-state-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/breakreason-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/breakresumeaction-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/dbgprop-attrib-flags
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/dbgprop-info-flags
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/debug-property-interfaces
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/debug-text-constants
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/debugpropertyinfo-structure
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/debugstackframedescriptor-structure
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/dispatch-extension-interfaces
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/documentnametype-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/errorresumeaction-enumeration
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ex-dbgprop-info-flags
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/extendeddebugpropertyinfo-structure
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-addnameditem
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-addtypelib
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-clone
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-close
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-getcurrentscriptthreadid
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-getscriptdispatch
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-getscriptsite
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-getscriptstate
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-getscriptthreadid
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-getscriptthreadstate
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-interruptscriptthread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-setscriptsite
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript-setscriptstate
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescript
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-addnameditem
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-addscriptlet
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-addtypelib
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-getchars
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-geteventhandler
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-getinfofromcontext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-getlanguageflags
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-getroot
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-getscriptlettextattributes
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-getscripttextattributes
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-iscommitchar
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-parsescripttext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-removenameditem
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthor-removetypelib
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthorprocedure-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptauthorprocedure-parseproceduretext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptdebug-enumcodecontextsofposition
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptdebug-getscriptlettextattributes
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptdebug-getscripttextattributes
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptdebug-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescripterror-getexceptioninfo
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescripterror-getsourcelinetext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescripterror-getsourceposition
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescripterror
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescripterrordebug-getdocumentcontext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescripterrordebug-getstackframe
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescripterrordebug-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescripterrordebug110-getexceptionthrownkind
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescripterrordebug110-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptgarbagecollector-collectgarbage
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptgarbagecollector-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparse-addscriptlet
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparse-initnew
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparse-parsescripttext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparse
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparse32-addscriptlet
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparse32-initnew
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparse32-parsescripttext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparse32
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparseprocedure-parseproceduretext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparseprocedure
extract-scrapings, INFO, Files processed, 16400
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparseprocedure32-parseproceduretext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparseprocedure32
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparseprocedureold-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptparseprocedureold-parseproceduretext
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercallback-functioncompiled
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercallback-initialize
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercallback-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercallback-onfunctionenter
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercallback-onfunctionexit
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercallback-scriptcompiled
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercallback-shutdown
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercallback2-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercallback2-onfunctionenterbyname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercallback2-onfunctionexitbyname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercallback3-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercallback3-setwebworkerid-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercontrol-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercontrol-setprofilereventmask
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercontrol-startprofiling
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercontrol-stopprofiling
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercontrol2-completeprofilerstart
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercontrol2-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercontrol2-prepareprofilerstop
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercontrol3-enumheap-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercontrol3-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercontrol5-enumheap2-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilercontrol5-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilerheapenum-freeobjectandoptionalinfo-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilerheapenum-getnameidmap
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilerheapenum-getoptionalinfo-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilerheapenum-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptprofilerheapenum-next-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptproperty-getproperty
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptproperty-setproperty
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptproperty
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsite-getdocversionstring
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsite-getiteminfo
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsite-getlcid
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsite-onenterscript
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsite-onleavescript
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsite-onscripterror
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsite-onscriptterminate
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsite-onstatechange
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsite
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitedebug-getapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitedebug-getdocumentcontextfromposition
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitedebug-getrootapplicationnode
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitedebug-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitedebug-onscripterrordebug
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitedebug32-getapplication
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitedebug32-getdocumentcontextfromposition
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitedebug32-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitedebugex-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitedebugex-oncannotjitscripterrordebug
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsiteinterruptpoll-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsiteinterruptpoll-querycontinue
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitetraceinfo-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitetraceinfo-sendscripttraceinfo-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsiteuicontrol-getuibehavior-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsiteuicontrol-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitewindow-enablemodeless
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitewindow-getwindow
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptsitewindow
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptstats-getstat
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptstats-getstatex
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptstats-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptstats-resetstats
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptstringcompare-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptstringcompare-strcomp
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescripttraceinfo-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescripttraceinfo-startscripttracing-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescripttraceinfo-stopscripttracing-method
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptwinrterrordebug-getcapabilitysid
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptwinrterrordebug-getrestrictederrorreference
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptwinrterrordebug-getrestrictederrorstring
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iactivescriptwinrterrordebug-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iapplicationdebugger-createinstanceatdebugger
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iapplicationdebugger-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iapplicationdebugger-onclose
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iapplicationdebugger-ondebuggerevent
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iapplicationdebugger-ondebugoutput
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iapplicationdebugger-onhandlebreakpoint
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iapplicationdebugger-queryalive
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iapplicationdebuggerui-bringdocumentcontexttotop
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iapplicationdebuggerui-bringdocumenttotop
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/iapplicationdebuggerui-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ibindeventhandler-bindhandler
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/ibindeventhandler-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/icanhandleexception-canhandleexception
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/icanhandleexception-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-addglobalexpressioncontextprovider
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-addstackframesniffer
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-close
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-createapplicationnode
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-createasyncdebugoperation
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-debugoutput
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-fcanjitdebug
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-firedebuggerevent
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-fisautojitdebugenabled
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-getbreakflags
extract-scrapings, INFO, Files processed, 16500
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-getcurrentthread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-handlebreakpoint
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-handleruntimeerror
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-querycurrentthreadisdebuggerthread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-removeglobalexpressioncontextprovider
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-removestackframesniffer
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-setname
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-startdebugsession
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-stepoutcomplete
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication-synchronouscallindebuggerthread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication110-asynchronouscallinmainthread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication110-callablewaitforhandles
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication110-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplication110-synchronouscallinmainthread
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnode-attach
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnode-close
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnode-detach
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnode-enumchildren
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnode-getparent
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnode-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnode-setdocumentprovider
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnode100-getexcludeddocuments
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnode100-interface
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnode100-queryischildnode
extract-scrapings, WARNING, Request failed, https://docs.microsoft.com/visualstudio/winscript/reference/idebugapplicationnode100-setfilterforeventsink
